IMP1,VTP1,IMP2,VTP2,IMP3,BSAA,BSBA,BSCA,PYEA,BSFA,BSGA,PLHA,PRHA,PTHA,PFNA,PLNA,BSPA,BSSA,BSTA,PSTA,BSWA,PLBB,PRBB,RCCB,PLCB,PRCB,PLFB,PRFB,PKAC,RPAC,PACC,PMPC,PPRC,RCHD,RPHD,PUND,PSPD,PGHE,PPOE,PBRE,PEYE,TRAF,PPBF,PSTG,PBSH,PLSH,PRSH,RATH,PCTH,PLTH,PRTH,RIWH,PAGI,PRSI,PINJ,PBAK,PTAK,PPBK,PRBK,PNEK,PFLK,PFMK,RCRK,PTRK,PBTK,PTAL,PIBL,PLEL,PREL,PLKL,PSPL,PLSL,RCCM,PHLM,PHAN,PTEN,PLKN,PRKN,PLSO,RPGP,PTHP,PJMP,PTYP,PCAR,PSAR,PTAR,RICR,PJER,PLKR,RCPR,PKPR,PSPR,PLSR,PRTR,PSTR,POVR,PAWR,PLWR,PRWR,PRAS,PPBS,PRBS,PDIS,PVIS,RELS,PRNS,PPOS,PPRS,PYRS,BSAT,STAT,BSBT,SPCT,BSCT,BSFT,PHGT,BSGT,PWGT,PHIT,BSPT,PKRT,BSST,BSTT,BSWT,PBCV,PMCV,PZCV,PFMV,PJMV,PPMV,PSMV,RCOV,PESV,PBFW,PLHW,PLTW
8,0,7,0,10,0,5,7,0,4,1,3,3,40,Davis,Wiley,2,7,4,69,0,0,0,1,0,0,0,0,40,0,74,0,35,2204,0,0,72,65,57,0,0,60,70,1,37,3,3,0,51,2,2,0,56,2185,69,1,40,69,59,0,0,17,2556,62,55,0,58,0,0,0,0,0,0,5,0,0,1,1,1,2,40,62,0,64,64,0,0,0,0,51,40,0,0,53,59,50,50,11,11,0,69,60,4,0,51,2,2,20,39,15,8,23,53,7,5,74,12,73,54,0,59,15,13,0,58,25,25,34,43,25,59,52,63,59,0,1
12,0,12,0,3,10,2,6,0,4,7,3,3,38,Antonio,White,1,10,6,75,0,0,0,2,0,0,0,0,38,0,82,0,69,10879,0,0,69,138,40,0,0,38,36,0,60,3,3,0,51,2,2,0,52,2186,80,0,69,38,38,0,0,5,1968,38,38,0,35,0,0,0,0,0,0,5,0,2,1,1,1,10,38,67,0,45,37,0,0,0,0,147,38,0,0,45,62,56,56,0,0,0,36,36,1,3,45,1,13,67,67,5,42,20,37,0,5,76,0,52,66,10,48,10,5,0,44,57,59,63,73,61,81,56,47,37,0,0
2,0,0,0,5,6,10,7,0,10,6,3,3,37,Damian,Underwood,0,10,10,57,0,0,0,1,0,0,0,0,37,0,64,0,32,6424,1,0,86,237,59,0,0,45,25,1,38,3,3,0,43,1,1,0,68,2187,68,1,37,37,41,0,0,17,2275,33,46,0,49,0,0,0,0,0,0,5,0,1,1,1,2,3,46,83,0,72,50,0,0,0,0,293,37,0,0,35,43,37,48,11,11,0,25,42,5,3,29,1,3,40,46,0,25,6,38,29,0,76,0,59,34,5,62,10,10,0,66,27,28,27,25,25,83,45,43,45,0,1
6,0,8,0,1,6,10,7,0,10,6,0,0,56,Tanner,Bynum,0,10,10,86,0,0,0,3,0,0,0,0,80,0,50,0,37,9523,0,0,83,114,40,0,0,25,25,0,39,3,3,0,41,1,1,0,64,2188,86,0,41,41,41,0,1,0,301,40,41,0,25,0,0,0,0,3,0,5,0,0,1,1,2,16,56,41,0,41,39,0,0,0,0,1,94,0,3,25,41,86,75,11,11,0,25,25,5,0,25,3,20,39,21,0,37,6,25,29,0,76,0,46,35,0,41,10,10,0,41,30,33,33,43,32,41,86,31,15,0,0
8,0,9,0,1,5,10,2,0,7,8,3,3,42,David,Washington,1,4,0,81,0,3,3,3,0,0,0,0,42,0,79,0,69,1035,0,0,78,170,40,0,0,61,41,0,73,3,3,0,53,1,1,0,64,2189,89,1,81,42,42,0,0,20,599,27,42,0,27,0,0,0,0,0,0,5,0,2,1,1,1,10,42,71,0,48,33,0,0,0,0,28,42,0,0,35,81,71,54,12,12,0,41,41,0,3,67,1,15,67,62,5,4,26,25,10,11,74,9,52,73,8,52,4,10,0,31,63,67,75,35,70,26,71,25,40,0,0
2,0,11,0,4,10,10,4,0,10,6,3,3,39,Shaun,Griffin,1,6,10,80,0,0,0,4,0,0,0,0,39,0,89,0,36,3,0,0,90,187,40,0,0,66,29,0,37,3,3,0,71,1,1,0,78,2190,83,1,39,39,39,0,0,15,49,42,57,0,33,0,0,0,0,0,0,6,0,2,1,1,2,3,39,74,0,92,48,0,0,0,0,9,39,0,0,82,44,72,75,0,0,0,29,35,0,0,57,1,3,38,44,5,0,10,64,29,26,75,10,36,40,0,56,10,10,0,72,33,34,34,71,32,47,73,65,36,0,0
8,0,6,0,0,10,5,10,0,10,9,3,3,44,Demeitre,Johnson,2,10,10,70,0,0,0,2,0,0,0,0,41,0,88,0,36,2187,0,0,57,173,49,0,0,31,69,0,41,4,4,0,41,2,2,0,62,2191,76,0,36,69,67,0,0,34,1626,34,36,0,65,0,0,1,1,0,0,5,0,1,2,2,1,5,45,55,0,36,36,0,0,0,1,98,47,1,0,36,66,57,63,3,3,0,69,67,3,0,25,5,5,38,30,21,8,21,25,15,20,77,17,121,52,0,36,20,16,0,44,32,31,28,42,31,47,55,30,71,0,0
10,0,2,0,12,4,2,8,0,0,3,3,3,44,DaWan,Cumby,1,3,2,77,0,0,0,3,0,0,0,0,44,0,81,0,76,1075,0,0,65,220,40,0,0,41,38,0,78,3,3,0,48,1,1,0,66,2192,88,0,82,69,67,0,0,34,300,31,44,0,68,16,16,0,0,0,0,5,0,0,1,1,2,9,44,71,0,44,17,0,0,0,0,24,44,0,0,35,84,79,69,11,11,0,38,33,6,0,27,5,12,76,42,21,4,21,40,8,20,75,16,92,69,0,44,10,16,0,25,59,55,81,25,80,43,75,40,29,0,0
8,0,5,0,0,6,10,7,0,10,6,3,3,41,Uso,Nelson,0,10,10,78,0,1,1,2,0,0,0,0,41,0,81,0,66,1179,0,0,75,110,63,0,0,45,30,0,66,3,3,0,65,1,1,0,69,2193,87,0,77,41,41,0,0,5,1504,26,42,0,37,0,0,0,0,0,0,6,0,2,1,1,1,14,41,84,0,54,38,0,0,0,0,54,41,0,0,56,67,63,55,12,12,0,29,33,3,0,44,3,18,84,70,0,4,6,44,29,0,76,0,56,65,5,48,10,10,0,56,47,67,58,25,53,25,58,41,32,0,1
3,0,12,0,0,4,2,8,0,0,3,3,3,39,Devin,Jenkins,2,3,2,60,0,0,0,2,0,0,0,0,39,0,81,0,35,12302,0,0,50,223,40,0,0,34,73,0,26,4,4,0,39,2,2,0,59,2194,75,0,39,73,73,0,0,34,1861,30,39,0,68,0,0,1,0,0,0,5,0,1,2,2,2,6,39,39,0,39,30,0,0,0,1,118,39,0,0,35,74,62,62,0,0,0,73,73,4,0,25,3,8,34,25,21,48,21,25,8,20,75,16,125,52,0,39,10,16,0,29,25,25,25,26,28,45,58,32,75,0,0
9,0,11,0,11,10,2,6,0,4,7,3,3,36,Gus,Johnson,2,10,6,77,0,0,0,4,0,0,0,0,36,0,94,0,61,2313,0,0,87,199,40,0,0,53,38,0,61,4,4,0,70,1,1,0,85,2195,79,1,75,39,36,0,0,17,168,25,36,0,25,0,0,0,0,0,0,5,0,1,1,1,2,13,37,72,0,42,38,0,0,0,0,6,36,0,0,58,66,71,61,0,0,0,38,25,3,0,55,2,17,73,80,5,9,20,46,0,5,72,0,57,70,10,52,10,5,0,58,65,71,55,42,50,25,70,27,26,0,1
6,0,4,0,8,10,2,6,0,4,7,3,3,52,Jeff,Beck,0,10,6,72,0,0,0,3,0,0,0,0,38,0,82,0,56,2160,1,0,79,47,89,0,0,46,30,0,51,3,3,0,63,1,1,0,74,2196,86,1,61,38,41,0,0,17,1205,25,38,0,32,0,0,0,0,0,0,5,0,1,1,1,0,13,60,59,0,54,32,0,0,0,0,30,38,0,0,50,60,49,52,11,11,0,31,41,2,0,54,1,17,66,72,5,8,20,51,0,5,73,0,24,62,10,47,10,5,0,64,53,43,57,25,48,27,52,25,43,0,0
8,0,5,0,5,0,5,7,0,4,1,3,3,36,Tre',Millard,1,7,4,66,0,0,0,1,0,0,0,0,36,0,71,0,59,3601,1,0,67,229,51,0,0,32,36,1,57,3,3,0,45,2,2,0,51,2197,80,1,50,36,36,0,0,5,2634,30,44,0,37,0,0,0,0,6,0,5,0,2,1,1,1,11,36,56,0,36,16,0,0,0,0,159,36,0,6,50,56,40,55,11,11,0,36,35,4,0,33,3,14,62,54,15,14,23,33,7,5,70,12,81,55,0,52,15,13,0,29,54,48,56,25,52,27,39,25,39,0,0
13,0,0,0,1,10,10,0,0,3,9,18,18,44,James Quent,Conte,2,10,7,64,0,0,0,3,0,0,0,0,44,0,87,0,34,2320,0,0,62,26,40,0,0,38,78,0,42,4,4,0,47,2,2,0,61,2198,83,0,46,79,85,0,0,20,299,46,46,0,79,0,0,1,0,0,0,5,0,0,2,2,1,6,44,65,0,47,40,0,0,0,1,11,44,0,0,36,85,75,78,10,10,0,79,84,3,0,25,5,8,31,32,24,9,15,25,20,20,76,15,118,53,0,44,21,14,0,48,35,38,34,55,34,25,76,41,80,0,0
11,0,5,0,0,6,10,7,0,10,6,0,0,55,Chandler,Mathews,0,10,10,93,0,0,0,2,0,0,0,0,71,0,67,0,37,2209,0,0,64,75,40,0,0,25,25,0,54,3,3,0,43,1,1,0,65,2199,88,1,43,43,43,0,0,0,1753,38,43,0,25,0,0,0,0,10,0,5,0,1,1,1,1,16,57,43,0,43,37,0,0,0,0,18,81,0,10,17,47,75,63,0,0,0,25,25,2,0,25,3,20,46,24,0,8,6,26,29,0,72,0,37,38,0,43,10,10,0,44,41,41,40,42,41,49,75,33,15,0,1
8,0,4,0,1,10,5,10,2,10,9,3,3,40,T.J.,Kinville,2,10,10,70,0,0,0,1,0,0,0,0,40,0,83,0,39,2086,0,0,66,28,40,0,0,44,66,1,50,4,4,0,52,2,2,0,63,2200,78,0,44,67,74,0,0,34,2633,37,40,0,70,0,0,1,0,0,0,5,0,0,2,2,2,5,40,63,0,53,39,0,0,0,1,161,40,0,0,39,76,61,76,12,12,0,67,74,1,0,41,5,5,45,33,21,8,21,25,15,20,77,17,148,54,0,40,20,16,0,57,38,35,36,50,37,25,56,36,73,0,0
10,0,0,0,4,6,10,7,2,10,6,3,3,36,Jack,Suntrup,0,10,10,74,0,0,0,2,0,0,0,0,36,0,85,0,37,1093,0,0,82,1,58,0,0,55,57,0,50,3,3,0,48,2,2,0,75,2201,68,1,44,58,52,0,0,15,1967,59,53,0,54,0,0,0,0,0,0,6,0,1,1,1,2,1,36,68,0,65,75,0,0,0,0,145,36,0,0,65,56,57,62,0,0,0,58,52,1,3,66,1,1,51,51,0,4,6,59,29,0,71,0,49,65,5,68,10,10,0,64,41,25,25,68,39,72,61,72,55,0,0
5,0,11,0,12,10,10,0,0,3,9,3,3,38,Randy,GreenMcKnight,0,10,7,70,0,0,0,3,0,0,0,0,38,0,76,0,77,5473,0,0,59,228,46,0,0,28,25,0,69,3,3,0,41,2,2,0,57,2202,78,1,63,60,63,0,0,17,1031,25,38,0,62,0,0,0,0,0,0,5,0,1,2,2,1,8,38,45,0,38,27,0,0,0,0,100,38,0,0,31,63,56,51,16,16,0,25,25,3,0,28,3,10,63,42,24,21,15,25,20,20,75,15,90,68,0,54,21,14,0,25,53,51,61,25,74,25,61,25,23,0,0
5,0,0,0,11,8,10,5,0,10,7,3,3,41,Kekoa,Brown,1,8,7,83,0,0,0,3,0,0,0,0,41,0,83,0,36,5922,1,0,94,136,40,0,0,72,25,0,40,3,3,0,63,1,1,0,73,2203,85,1,43,41,41,0,0,17,750,50,60,0,25,0,0,0,0,6,0,5,0,0,1,1,1,3,41,80,0,84,47,0,0,0,0,130,41,0,6,80,51,70,73,0,0,0,25,28,1,3,66,3,3,34,43,0,23,6,74,30,0,75,0,36,36,0,75,0,1,0,72,33,31,33,65,34,44,65,74,26,0,0
6,0,4,0,13,10,5,10,0,10,9,3,3,44,Jordan,Hester,2,10,10,76,0,0,0,4,0,0,0,0,44,0,91,0,36,10967,0,0,64,145,40,0,0,38,85,0,29,4,4,0,44,2,2,0,69,2204,91,0,44,85,85,0,0,34,167,25,44,0,75,0,0,1,0,0,0,5,0,1,2,2,1,6,44,45,0,44,17,0,0,0,1,6,44,0,0,33,83,79,79,16,16,0,85,84,4,0,29,3,6,36,21,21,42,21,25,15,20,76,17,152,64,0,46,20,16,0,27,25,25,25,25,34,55,78,38,81,0,1
13,0,10,0,4,5,10,7,0,10,6,0,0,68,Tony,Sims,1,10,10,75,0,0,0,3,0,0,0,0,38,0,55,0,33,9747,0,0,53,136,61,0,0,38,38,0,36,3,3,0,41,2,2,0,57,2205,83,0,38,38,38,0,1,0,1334,42,49,0,25,0,0,0,0,0,0,5,0,0,2,2,2,0,76,60,0,49,42,0,0,0,0,78,38,0,0,44,50,55,65,3,3,0,38,37,4,0,25,1,0,28,36,4,38,6,36,29,0,78,0,49,33,5,38,10,10,0,65,28,25,25,53,25,46,56,49,39,0,0
5,0,7,0,10,8,10,5,0,10,7,3,3,38,Roy,Sutton,0,8,7,82,0,0,0,2,0,0,0,0,38,0,86,0,61,9275,0,0,83,202,48,0,0,64,37,0,47,3,3,0,66,1,1,0,78,2206,82,1,51,38,38,0,0,5,1966,25,38,0,25,0,0,0,0,3,0,6,0,1,1,1,1,12,38,83,0,59,36,0,0,0,0,176,38,0,3,64,40,58,63,0,0,0,37,37,4,3,57,1,16,65,69,0,36,6,62,30,0,73,0,23,69,7,48,0,1,0,60,72,69,48,30,48,25,53,25,38,0,0
8,0,8,0,4,4,2,8,0,0,3,3,3,39,Wade,Hynes,2,3,2,68,0,0,0,3,0,0,0,0,39,0,66,0,68,8219,1,0,46,22,46,0,0,25,28,0,65,4,4,0,39,2,2,0,51,2207,85,0,67,67,64,0,0,20,1030,27,39,0,64,0,0,0,0,0,0,5,0,2,2,2,1,9,39,55,0,39,21,0,0,0,0,87,39,0,0,24,80,62,67,13,13,0,28,25,4,0,25,3,12,69,46,21,32,21,25,8,20,73,16,109,69,0,40,10,16,0,25,51,49,66,37,72,26,62,25,25,0,0
3,0,8,0,3,5,10,7,0,10,6,0,0,65,Cee Jay,McGowan,0,10,10,84,0,0,0,1,0,0,0,0,42,0,68,0,37,1303,0,0,72,170,40,0,1,44,42,0,39,3,3,0,46,2,2,0,72,2208,85,1,44,42,42,0,0,17,2274,51,50,0,25,0,0,0,0,4,0,5,0,2,2,2,1,0,70,59,0,58,43,0,0,0,0,129,42,0,4,45,51,54,63,0,0,0,42,41,3,0,33,1,0,31,31,4,5,6,40,29,0,76,0,34,31,5,42,10,10,0,43,25,25,27,61,26,59,55,50,40,0,1
4,0,10,0,4,10,5,10,0,10,9,3,3,41,Keeon,Baker,1,10,10,72,0,0,0,1,0,0,0,0,41,0,74,0,62,10967,0,0,60,230,40,0,0,50,25,1,68,4,4,0,54,2,2,0,57,2209,83,0,63,69,69,0,0,34,2209,30,41,0,65,0,0,0,0,0,0,5,0,2,2,2,1,8,41,62,0,53,23,0,0,0,0,218,41,0,0,51,73,57,54,11,11,0,25,25,6,0,43,1,11,67,41,21,42,21,26,15,20,74,17,128,72,0,45,20,16,0,32,57,58,61,40,67,35,55,25,21,0,0
11,0,10,0,1,10,5,10,0,10,9,3,3,44,Ishaq,Harrison,2,10,10,78,0,0,0,3,0,0,0,0,44,0,80,0,60,7464,0,0,64,161,50,0,1,50,32,0,70,3,3,0,51,1,1,0,67,2210,84,0,67,69,69,8,0,34,749,43,44,0,67,0,0,0,0,0,0,5,0,0,1,1,1,8,44,68,0,48,25,0,0,0,0,72,44,0,0,39,73,64,55,12,12,0,32,28,3,0,48,1,11,68,41,21,29,21,44,15,20,74,17,68,71,0,47,20,16,0,25,60,57,73,43,82,27,68,35,25,0,0
4,0,8,0,0,0,5,7,0,4,1,3,3,38,Ereck,Chase,2,7,4,78,0,3,3,1,0,0,0,0,38,0,88,0,36,2333,0,0,76,146,47,0,0,56,68,1,28,3,3,0,64,2,2,0,80,2211,71,1,42,68,66,0,0,20,2208,71,63,0,52,0,0,0,0,0,0,5,0,2,1,1,1,2,38,66,0,65,71,0,0,0,0,27,38,0,0,63,65,64,70,3,3,0,67,66,3,0,53,1,2,35,40,15,9,23,51,7,5,71,12,97,61,0,57,15,13,0,60,25,25,29,59,31,62,59,66,68,0,1
5,0,0,0,8,6,10,7,0,10,6,0,0,56,Stuart,Waters,0,10,10,84,0,0,0,2,0,0,0,0,71,0,66,0,36,3175,0,0,66,80,44,0,0,25,25,0,35,3,3,0,43,1,1,0,66,2212,88,0,43,43,43,0,1,0,2128,40,49,0,25,0,0,0,0,7,0,5,0,2,1,1,2,15,55,43,0,43,32,0,0,0,0,34,61,0,7,23,49,66,70,10,10,0,25,25,4,0,25,3,19,34,15,0,12,6,25,29,0,70,0,25,32,0,43,10,10,0,66,29,30,31,62,30,42,68,49,15,0,0
10,0,3,0,8,10,10,0,0,3,9,3,3,38,Demetrius,Richard,2,10,7,69,0,0,0,3,0,0,0,0,38,0,80,0,37,1200,0,0,63,182,40,0,0,34,76,0,31,3,3,0,38,2,2,0,60,2213,87,0,38,76,76,0,0,20,372,32,38,0,73,0,0,1,0,0,0,5,0,1,2,2,1,5,38,40,0,38,32,0,0,0,1,16,38,0,0,33,79,69,67,0,0,0,75,76,1,0,25,5,5,34,24,24,4,15,25,20,20,79,15,133,49,0,41,21,14,0,38,25,25,27,37,29,47,69,36,78,0,0
5,0,11,0,2,4,2,8,0,0,3,13,13,39,Eli,Linehan,2,3,2,73,0,0,0,3,0,0,0,0,39,0,92,0,36,12099,0,0,62,15,40,0,0,36,77,0,41,4,4,0,39,2,2,0,59,2214,84,0,46,77,79,0,0,34,1029,30,41,0,79,0,0,1,1,0,0,5,0,1,2,2,1,5,39,55,0,39,44,0,0,0,1,60,39,1,0,34,78,71,63,11,11,0,77,78,5,0,28,5,5,37,27,21,47,21,25,8,20,77,16,128,49,0,39,10,16,0,53,27,25,27,51,30,55,65,41,79,0,0
9,0,8,0,8,10,5,10,0,10,9,13,13,38,Gavin,Bauer,2,10,10,67,0,0,0,1,0,0,0,0,38,0,82,0,34,5911,1,0,60,55,45,0,0,33,53,1,38,4,4,0,38,2,2,0,52,2215,74,0,65,52,68,0,0,34,2632,34,38,0,62,0,0,1,0,10,0,5,0,0,2,2,2,7,38,55,0,38,19,0,0,0,1,80,38,0,10,37,70,48,50,3,3,0,53,68,1,3,25,3,7,36,24,21,23,21,25,15,20,74,17,112,33,0,40,20,16,0,25,29,33,27,25,29,25,43,25,70,0,0
8,0,6,0,5,10,10,4,0,10,6,0,0,57,Eric,Puthoff,0,6,10,87,0,0,0,3,0,0,0,0,70,0,51,0,37,1114,0,0,68,76,40,0,0,25,25,0,41,3,3,0,41,1,1,0,48,2216,81,0,41,41,41,0,1,0,1333,41,41,0,25,0,0,0,0,0,0,5,0,0,1,1,2,16,52,41,0,41,39,0,0,0,0,10,87,0,0,23,41,78,72,0,0,0,25,25,1,0,25,3,20,35,25,5,4,10,25,29,26,69,10,58,34,0,44,10,10,0,41,33,34,32,39,31,45,76,30,16,0,0
11,0,7,0,11,8,10,5,2,10,7,3,3,48,Jamar,Logan Jr.,0,8,7,82,0,0,0,1,0,0,0,0,43,0,88,0,52,791,0,0,88,190,40,0,0,53,42,1,38,3,3,0,65,1,1,0,82,2217,85,0,53,43,43,0,0,17,2582,25,43,0,34,0,0,0,0,4,0,5,0,0,1,1,1,12,43,78,0,47,14,0,0,0,0,243,46,0,4,58,46,57,66,0,0,0,42,42,4,3,58,2,16,54,59,0,3,6,56,30,0,74,0,14,50,7,55,0,1,0,55,65,66,54,60,46,40,60,28,39,0,1
9,0,8,0,5,5,10,2,0,7,8,3,3,43,Devin,Piazza,2,4,0,90,0,0,0,3,0,0,0,0,41,0,91,0,71,8792,0,0,83,8,40,0,1,68,52,0,55,4,4,1,63,2,2,0,81,2218,88,1,71,52,53,0,0,17,748,68,79,0,42,0,0,0,0,4,0,5,0,0,1,1,1,18,68,84,0,80,51,0,0,0,0,62,56,0,4,65,65,67,72,0,0,0,52,53,2,0,73,3,15,75,71,5,34,26,59,10,11,72,9,28,67,8,54,4,10,0,67,72,65,65,95,69,79,65,93,51,0,1
5,0,2,0,0,8,10,5,0,10,7,3,3,42,Alaric,Klemp,4,8,7,63,0,0,0,1,0,0,0,0,36,0,76,0,53,10758,1,0,77,110,40,0,0,41,39,1,63,3,3,0,55,1,1,0,67,2219,83,1,55,38,36,0,0,17,2555,35,36,0,31,0,0,0,0,0,0,5,0,2,1,1,1,14,36,78,0,43,21,0,0,0,0,106,36,0,0,54,72,43,69,0,0,0,39,25,5,3,37,1,18,61,63,0,42,6,47,30,0,74,0,35,64,0,64,0,1,0,58,30,40,47,34,55,39,45,39,20,0,0
5,0,5,0,8,6,10,7,0,10,6,3,3,44,Hassan,Levingston,0,10,10,90,0,0,0,2,0,0,0,0,51,0,80,0,64,10851,1,0,86,234,69,0,0,61,43,0,44,3,3,0,63,1,1,0,79,2220,84,1,63,44,45,0,0,15,1503,25,49,0,32,0,0,0,0,0,0,6,0,2,1,1,1,12,45,86,0,60,24,0,0,0,0,133,44,0,0,63,54,62,69,0,0,0,43,44,3,3,62,1,16,65,64,0,42,6,58,29,0,73,0,33,68,8,57,10,10,0,70,70,74,54,29,57,58,59,36,41,0,1
5,0,8,0,1,10,5,10,1,10,9,3,3,42,Justin,Musso,2,10,10,72,0,0,0,2,0,0,0,0,42,0,81,0,35,7192,0,0,64,89,59,0,0,38,71,0,38,4,4,0,42,2,2,0,69,2221,77,1,42,71,77,0,0,34,1752,41,42,0,75,0,0,1,1,0,0,5,0,0,2,2,1,7,42,42,0,42,27,0,0,0,1,53,42,1,0,32,75,67,74,0,0,0,72,77,0,0,25,3,7,33,25,21,28,21,25,15,20,76,17,149,38,0,44,20,16,0,40,34,35,33,25,33,25,68,25,75,0,0
8,0,8,0,5,0,5,7,0,4,1,3,3,44,Chris,Phillips,2,7,4,81,0,1,1,2,0,0,0,0,44,0,90,0,66,2163,1,0,83,122,49,0,0,64,58,0,74,4,4,0,63,2,2,0,71,2222,88,1,73,57,59,0,0,20,1860,35,44,0,57,0,0,0,0,0,0,5,0,0,1,1,1,11,44,72,0,54,32,0,0,0,0,122,44,0,0,48,74,68,59,4,4,0,58,59,5,0,59,1,14,71,62,15,8,23,69,7,5,72,12,71,60,0,60,15,13,0,38,67,66,71,29,71,25,60,41,56,0,0
5,0,12,0,8,6,10,7,0,10,6,3,3,37,Jabari,Holmes,0,10,10,84,0,0,0,3,0,0,0,0,36,0,85,0,68,519,0,0,90,195,57,0,0,49,36,0,41,4,4,0,66,1,1,0,86,2223,81,1,52,36,36,0,0,15,1204,25,36,0,25,0,0,0,0,0,0,5,0,0,1,1,2,12,36,72,0,41,20,0,0,0,0,102,36,0,0,59,40,57,66,0,0,0,36,34,6,3,52,1,16,63,68,0,2,6,51,29,0,74,0,40,61,8,55,10,10,0,54,61,65,47,28,47,25,56,27,38,0,1
4,0,8,0,12,10,10,0,0,3,9,3,3,40,Dakota,Compton,2,10,7,65,0,0,0,3,0,0,0,0,40,0,89,0,35,10934,1,0,66,90,56,0,0,41,68,0,44,4,4,0,40,2,2,0,66,2224,80,0,46,68,72,0,0,34,747,25,40,0,74,0,0,1,0,0,0,5,0,0,2,2,1,7,40,40,0,40,26,0,0,0,1,19,40,0,0,38,78,64,71,11,11,0,68,72,2,0,32,5,7,38,26,24,42,15,25,20,20,77,15,136,35,0,40,21,14,0,25,25,29,28,25,34,25,65,25,73,0,1
7,0,2,0,11,10,10,0,0,3,9,3,3,39,Jordan,Rishell,2,10,7,66,0,0,0,2,0,0,0,0,39,0,80,0,35,2402,0,0,55,59,48,0,0,34,69,0,38,4,4,0,41,2,2,0,65,2225,69,0,49,70,73,0,0,34,1625,35,39,0,68,10,10,1,0,0,0,5,0,1,2,2,1,5,39,41,0,39,42,0,0,0,1,97,39,0,0,33,73,61,68,13,13,0,69,73,5,0,25,5,9,32,28,24,9,15,25,20,20,77,15,135,49,0,40,21,14,0,44,28,33,28,46,29,50,58,31,74,0,1
13,0,9,0,4,6,10,7,0,10,6,3,3,29,A.T.,Crawford,1,10,10,88,0,0,0,4,0,0,0,0,39,0,92,0,34,1820,0,0,89,199,40,0,0,66,74,0,38,3,3,1,76,1,1,0,79,2226,83,1,39,59,62,0,0,15,66,69,64,0,69,0,0,0,0,0,0,5,0,0,1,1,0,18,39,78,0,79,48,0,0,0,0,19,39,0,0,87,69,78,67,0,0,0,58,62,4,3,74,1,3,34,49,0,7,6,70,29,0,79,0,61,38,5,64,10,10,0,76,30,31,30,71,27,60,72,66,60,0,1
5,0,2,0,2,8,10,5,0,10,7,3,3,38,Cole,Holman,2,8,7,75,0,0,0,2,0,0,0,0,38,0,87,0,60,2352,0,0,79,67,44,0,0,48,25,0,66,3,3,0,65,1,1,0,89,2227,85,1,53,38,38,0,0,17,2047,25,38,0,25,0,0,0,0,1,0,5,0,1,1,1,1,13,38,61,0,45,25,0,0,0,0,77,38,0,1,47,66,55,58,0,0,0,25,32,4,3,47,1,17,78,67,0,9,6,50,30,0,74,0,14,64,0,55,0,1,0,72,50,59,57,25,57,39,54,40,34,0,1
13,0,1,0,8,10,10,0,0,3,9,3,3,42,Ricky,Cooper,3,10,7,72,0,0,0,3,0,0,0,0,42,0,83,0,36,10842,0,0,54,225,58,0,0,38,75,0,44,4,4,0,50,2,2,0,60,2228,79,0,42,76,71,0,0,34,1203,38,42,0,72,0,0,1,0,0,0,5,0,2,2,2,1,5,42,47,0,42,39,0,0,0,1,73,42,0,0,34,81,64,74,13,13,0,76,71,2,0,25,5,5,34,27,24,42,15,25,20,20,79,15,163,47,0,56,21,14,0,44,31,35,32,45,32,47,63,34,69,0,0
3,0,0,0,2,8,10,5,0,10,7,3,3,44,Quintin,Lomax,0,8,7,86,0,1,1,2,0,0,0,0,50,0,89,0,50,87,1,0,90,245,40,0,1,60,46,0,51,3,3,0,62,1,1,0,87,2229,85,1,61,47,44,0,0,15,2127,27,44,0,25,0,0,0,0,10,0,5,0,1,1,1,2,12,61,74,0,63,22,0,0,0,0,190,44,0,10,55,45,57,59,11,11,0,46,43,4,0,57,2,16,61,60,0,0,6,55,30,0,70,0,9,64,7,53,0,1,0,55,61,67,53,37,48,25,59,25,38,0,1
10,0,4,0,11,10,10,4,0,10,6,3,3,42,Kenny,Haynes,0,6,10,89,0,0,0,2,0,0,0,0,42,0,71,0,41,2164,0,0,84,207,40,0,0,59,39,0,38,3,3,0,52,2,2,0,73,2230,85,1,49,42,44,0,0,17,1965,68,63,0,42,0,0,0,0,0,0,5,0,0,1,1,2,1,42,81,0,62,73,0,0,0,0,144,42,0,0,56,75,61,58,11,11,0,38,44,1,0,69,2,1,35,40,5,8,10,54,29,26,74,10,79,43,0,63,10,10,0,70,44,33,34,80,33,72,57,71,42,0,1
9,0,10,0,12,4,2,8,0,0,3,3,3,43,Luke,Bycznski,2,3,2,74,0,0,0,2,0,0,0,0,43,0,67,0,70,10962,0,0,46,18,40,0,1,45,30,0,75,4,4,0,46,2,2,0,50,2231,83,0,75,66,71,0,0,34,1859,37,43,0,67,0,0,0,0,0,0,5,0,2,2,2,2,9,43,64,0,43,34,0,0,0,0,125,43,0,0,35,80,65,62,12,12,0,29,33,1,0,25,1,12,64,41,21,42,21,41,8,20,76,16,100,69,0,55,10,16,0,41,57,56,70,25,72,26,61,25,30,0,0
